cause,age,alpha,beta,gamma,tmrel
IHD,45,15.8148154,0.004022844,0.377535876,4.157550632
IHD,45,37.17828872,0.002965494,0.313497555,2.473543348
IHD,45,154.8144419,0.000735535,0.329469863,2.764467283
IHD,45,13.12789793,0.005722306,0.367493271,5.464189556
IHD,45,21.24217001,0.005790496,0.308790479,4.872393556
IHD,45,12.49818923,0.010088559,0.310215639,3.118601034
IHD,45,14.70772307,0.007230987,0.327659014,3.21491764
IHD,45,3.129919998,0.014661186,0.438898966,3.718718235
IHD,45,31.3637636,0.008462963,0.221078585,5.102454559
IHD,45,96.88494117,0.001595174,0.281314319,4.208977001
IHD,45,14.59106598,0.008303689,0.314960383,4.527952339
IHD,45,14.28969432,0.006650291,0.342162958,4.302047059
IHD,45,14.26641768,0.004468924,0.374307024,2.477588131
IHD,45,26.03841792,0.002592598,0.376942169,5.670767123
IHD,45,32.17879077,0.002054063,0.37919322,4.980552515
IHD,45,29.64152263,0.005497759,0.268553442,2.958192139
IHD,45,119.1836129,0.000616306,0.346516226,3.063706254
IHD,45,7.717751106,0.009470472,0.363769055,3.466187965
IHD,45,19.72160583,0.003323541,0.3758124,3.098263965
IHD,45,4.011855911,0.022041947,0.398149893,3.263769925
IHD,45,29.80447379,0.002791286,0.355057667,2.656851065
IHD,45,3.82308295,0.010473735,0.460692375,4.721020519
IHD,45,7.778041932,0.007951744,0.401955078,4.136322891
IHD,45,84.06324377,0.001010436,0.349135119,5.007391689
IHD,45,131.5353585,0.001060031,0.288014113,4.417935129
IHD,45,38.92261018,0.002213246,0.342616525,4.759843905
IHD,45,100.946776,0.00078391,0.343174367,4.573509761
IHD,45,13.83086804,0.011286374,0.273307102,2.675861461
IHD,45,152.4127476,0.000762876,0.301601498,5.802648902
IHD,45,34.13003367,0.003093171,0.322562272,5.299534954
IHD,45,5.59709678,0.017280931,0.367039668,5.59441579
IHD,45,5.433205718,0.023048175,0.314469503,3.026647485
IHD,45,7.434823474,0.021328219,0.310428779,4.81831554
IHD,45,2.54763841,0.046260905,0.351610464,3.348439494
IHD,45,27.04543281,0.002907733,0.357008816,3.650168103
IHD,45,77.16634725,0.001072893,0.35005569,3.501043012
IHD,45,5.234367315,0.024250263,0.311890307,5.093018385
IHD,45,5.728024978,0.014714921,0.349545714,3.173697998
IHD,45,18.0055107,0.005808827,0.336584368,2.597027338
IHD,45,10.23569225,0.011100536,0.308895328,3.577812969
IHD,45,40.50019145,0.006136674,0.239391635,5.681015822
IHD,45,25.48927049,0.003446496,0.355416992,5.410973621
IHD,45,73.68001269,0.001067339,0.350637306,4.242945375
IHD,45,11.50435695,0.007849203,0.350670457,5.589443738
IHD,45,155.0983587,0.000861449,0.287705074,4.334050854
IHD,45,34.00086608,0.004316627,0.28055035,4.528390954
IHD,45,11.98759678,0.004745816,0.392784676,4.391616983
IHD,45,98.94752544,0.001490486,0.275959268,3.5071609
IHD,45,67.78060648,0.002314988,0.289261442,2.795723983
IHD,45,112.0130461,0.000457789,0.399456155,5.468200077
IHD,45,6.383110735,0.009139088,0.390754771,4.906415807
IHD,45,12.94420381,0.007915574,0.329642606,5.682751258
IHD,45,20.08203229,0.001942796,0.439535486,5.508850525
IHD,45,4.203403848,0.020513186,0.384717548,5.78517028
IHD,45,4.869467963,0.018297279,0.379693777,5.425439635
IHD,45,21.49918324,0.006607302,0.295577704,2.693403877
IHD,45,7.693173606,0.004877384,0.442360481,3.644354528
IHD,45,48.32876923,0.002939684,0.295757377,2.673327603
IHD,45,14.1366042,0.005517208,0.356504581,5.582104504
IHD,45,41.85483774,0.002207596,0.342769518,3.116784392
IHD,45,18.30117941,0.010859874,0.258690295,4.442365126
IHD,45,8.346771729,0.017220943,0.288551885,4.618544281
IHD,45,6.8459473,0.015391666,0.341091579,3.479571184
IHD,45,10.58140687,0.012613605,0.294668255,4.339751936
IHD,45,37.4128185,0.003927188,0.302005246,5.501470614
IHD,45,103.6317702,0.000789028,0.344296648,3.295910532
IHD,45,3.715564285,0.028817712,0.377270961,4.548366122
IHD,45,16.0964378,0.006762345,0.319837754,3.603215527
IHD,45,29.54145611,0.005914191,0.26948766,4.731988471
IHD,45,6.423118077,0.008223853,0.406036892,4.591905053
IHD,45,17.86799367,0.005869477,0.337987266,5.604144082
IHD,45,25.49546945,0.001462916,0.432789911,5.30737445
IHD,45,37.71750641,0.003284385,0.3124917,3.104192355
IHD,45,18.49063993,0.003371665,0.395598873,3.228872498
IHD,45,49.95297103,0.000958843,0.398945817,2.448034367
IHD,45,2.325524173,0.024803774,0.449695112,2.73006607
IHD,45,31.09898209,0.002070149,0.373621083,2.806241126
IHD,45,5.181970793,0.012573979,0.400619672,3.326359003
IHD,45,16.31484541,0.004600899,0.369564626,2.917866067
IHD,45,17.44602977,0.007077075,0.300929874,5.596588981
IHD,45,25.42854856,0.002769193,0.369800624,4.654893214
IHD,45,13.24746297,0.005759714,0.371612746,5.007740855
IHD,45,37.41160972,0.001810547,0.370897875,5.700045714
IHD,45,22.52653209,0.005017368,0.315874371,3.907441992
IHD,45,67.78002312,0.000947283,0.383758242,4.547314845
IHD,45,13.73354419,0.011003418,0.28756241,5.891291363
IHD,45,9.287716848,0.006949504,0.399943075,4.815668827
IHD,45,4.081058218,0.028360383,0.348047456,2.600414879
IHD,45,3.492683125,0.028620602,0.349638766,4.940138066
IHD,45,10.05205273,0.016189931,0.290219886,5.64971173
IHD,45,12.94416876,0.010343775,0.318197899,5.335984964
IHD,45,46.29827653,0.003377661,0.27852555,4.954973313
IHD,45,8.89139397,0.013931737,0.310869345,2.67328018
IHD,45,7.2833106,0.011351598,0.357293871,3.568212228
IHD,45,23.07675206,0.004241599,0.329803398,3.575609526
IHD,45,28.26615694,0.004317656,0.309143074,5.657955689
IHD,45,12.11112047,0.002924387,0.446512764,4.402260319
IHD,45,125.9525756,0.000452942,0.391586357,5.59575523
IHD,45,34.04532443,0.003701809,0.301742104,3.529957648
IHD,45,18.29080768,0.007138246,0.301872933,3.53717273
IHD,45,5.861895116,0.02331661,0.324938067,3.606426195
IHD,45,15.30328244,0.006312399,0.339721107,4.432131545
IHD,45,21.9257377,0.007802949,0.279371313,2.477365776
IHD,45,9.886183183,0.007231507,0.373104703,3.855129427
IHD,45,38.0754608,0.002082931,0.350326349,4.632195304
IHD,45,7.786953839,0.009919964,0.381416752,3.036504065
IHD,45,15.4946203,0.005262366,0.371803086,2.898895055
IHD,45,5.934403526,0.014917205,0.363786979,2.899090144
IHD,45,21.3643273,0.010404231,0.243165063,2.470865712
IHD,45,12.94962375,0.006657623,0.348667841,3.785542341
IHD,45,5.014358454,0.018975665,0.365510165,3.696738918
IHD,45,5.476199903,0.013248723,0.384272003,5.34630623
IHD,45,275.9315507,0.000294235,0.352244409,4.337629242
IHD,45,9.509595627,0.005452425,0.407940072,3.349447315
IHD,45,16.86274271,0.002283441,0.422637397,3.865455121
IHD,45,54.22919369,0.003087274,0.275245332,5.352993288
IHD,45,14.18157526,0.007551992,0.343081281,5.277642326
IHD,45,3.615649552,0.073437965,0.244720611,2.8760034
IHD,45,5.325264535,0.009983188,0.427630616,5.100557735
IHD,45,25.20227568,0.004074314,0.335318476,5.198428742
IHD,45,2.630509063,0.020442648,0.451858009,4.039003113
IHD,45,4.136761493,0.017812287,0.371020187,4.340024911
IHD,45,8.390348344,0.009715971,0.360455767,4.036719423
IHD,45,6.094978428,0.017678716,0.320267537,3.625150184
IHD,45,17.63910008,0.003330489,0.385732206,3.307281738
IHD,45,62.17975062,0.001044136,0.374124244,5.330414086
IHD,45,33.98638624,0.00393455,0.299698026,3.837111362
IHD,45,17.10644553,0.007224544,0.323992261,4.254813214
IHD,45,7.574218576,0.014799818,0.328851313,5.665294523
IHD,45,7.325099241,0.017793175,0.323880885,4.522705812
IHD,45,140.4291265,0.000706543,0.335828158,4.130898396
IHD,45,7.384303229,0.010857019,0.376365624,2.844290268
IHD,45,4.842080723,0.012210195,0.413493476,3.068819222
IHD,45,11.88052156,0.009704426,0.303421044,3.912751483
IHD,45,63.26889736,0.001293879,0.346401397,3.521234936
IHD,45,17.45349233,0.007685799,0.286379105,3.650462563
IHD,45,15.139617,0.004148436,0.388068422,4.066921491
IHD,45,9.161118539,0.017970623,0.276284507,3.844984577
IHD,45,10.3910713,0.005148846,0.405044412,2.668662872
IHD,45,64.42637809,0.000814325,0.415617612,4.606615454
IHD,45,9.120870788,0.013782327,0.316753766,4.228415679
IHD,45,123.760486,0.00056611,0.370195993,3.515600039
IHD,45,3.559618665,0.011236819,0.470092372,5.234024476
IHD,45,25.4552509,0.005255694,0.274064248,4.885011145
IHD,45,21.53425699,0.007434729,0.281664388,2.841438375
IHD,45,159.5623959,0.000323726,0.390377094,2.482087658
IHD,45,66.14365924,0.002605489,0.257586537,4.22884836
IHD,45,31.49118154,0.00220379,0.3692335,3.733325951
IHD,45,27.5847123,0.004865223,0.303126637,5.092212209
IHD,45,5.304147705,0.007641518,0.447564436,2.610719761
IHD,45,169.8616894,0.000398656,0.374479921,3.013156977
IHD,45,13.22618105,0.010782736,0.303185491,5.463929008
IHD,45,28.49818021,0.003314175,0.339830781,3.911953016
IHD,45,27.0183711,0.00472911,0.297122786,5.226776195
IHD,45,5.537256291,0.016516204,0.353509059,3.463908959
IHD,45,11.25349045,0.010409526,0.326753116,4.613575394
IHD,45,8.432820991,0.014002578,0.314820738,2.565646732
IHD,45,25.58683809,0.007328342,0.280590307,3.061153986
IHD,45,44.76907943,0.003818521,0.271116596,2.947038622
IHD,45,7.372227277,0.013550508,0.338317268,5.063272932
IHD,45,62.70510701,0.00338207,0.236307464,5.707898505
IHD,45,3.370311211,0.014824191,0.437310079,4.912296393
IHD,45,61.63110378,0.003312294,0.239506076,4.356823347
IHD,45,111.0963331,0.001407694,0.278350596,4.255464124
IHD,45,49.23564745,0.002432238,0.305049692,4.204144997
IHD,45,21.06234103,0.00275519,0.387949883,3.904254931
IHD,45,5.522345756,0.017179943,0.349895422,3.19528007
IHD,45,7.911072308,0.02736716,0.269363669,4.49064158
IHD,45,57.86731936,0.002624607,0.278351991,3.256623676
IHD,45,41.33731952,0.003014866,0.305168491,4.47980965
IHD,45,227.1687632,0.000474266,0.307915059,3.716569376
IHD,45,24.93359134,0.004251692,0.329796845,2.933875876
IHD,45,119.1766353,0.000367416,0.403706296,4.480050134
IHD,45,13.76364931,0.002857727,0.437565639,4.278981695
IHD,45,56.21083434,0.002111255,0.306467089,5.521959878
IHD,45,2.421410584,0.032685296,0.400411169,4.048826775
IHD,45,351.0767014,0.000303971,0.314154669,4.807649984
IHD,45,7.171661552,0.009034493,0.384264188,4.521289769
IHD,45,104.1492686,0.000862786,0.3428687,3.165788928
IHD,45,38.8154697,0.003148967,0.302574193,3.640540956
IHD,45,17.80913363,0.003867675,0.362675428,3.800690339
IHD,45,15.78671285,0.001271549,0.507882347,5.127534215
IHD,45,133.7647537,0.000414221,0.385956067,4.392109181
IHD,45,43.35534056,0.004098972,0.279710381,3.027564004
IHD,45,21.43042209,0.004329742,0.327275294,5.639714657
IHD,45,16.84505982,0.009450118,0.301931095,4.804307256
IHD,45,117.3592911,0.001206917,0.283558456,3.786454033
IHD,45,13.08895165,0.004407654,0.383847028,3.68942057
IHD,45,5.620986785,0.01097804,0.408083503,2.716569776
IHD,45,34.14078129,0.004052778,0.297508282,5.835452197
IHD,45,162.1801375,0.000578059,0.331851333,3.051709888
IHD,45,5.666201146,0.016669552,0.364654262,2.856143411
IHD,45,5.090861589,0.009163693,0.425604315,2.915410696
IHD,45,47.34672907,0.001104143,0.410310381,3.305654121
IHD,45,58.64728889,0.001652422,0.324232563,5.867813689
IHD,45,134.3037235,0.000687366,0.339748552,4.311568007
IHD,45,12.36446608,0.003405403,0.437727069,4.443733045
IHD,45,22.37809184,0.002839229,0.380380834,3.513597488
IHD,45,13.51416609,0.002040137,0.479892189,4.812703727
IHD,45,78.38876856,0.001618551,0.297318335,5.487368908
IHD,45,49.92141743,0.00134656,0.366226034,5.789827536
IHD,45,3.373440557,0.018553886,0.437313502,5.141194125
IHD,45,7.545125488,0.007904759,0.397857058,5.087493738
IHD,45,4.190993844,0.013552127,0.402227017,5.859893467
IHD,45,19.65866971,0.0068146,0.29351991,2.955256095
IHD,45,18.50689768,0.011965778,0.248701327,3.044556699
IHD,45,6.084125121,0.009259756,0.403565734,4.664479356
IHD,45,6.268608305,0.008271944,0.422682981,5.518612612
IHD,45,15.30560365,0.010903051,0.282971052,5.868696844
IHD,45,7.566471153,0.017601749,0.325987563,2.688184617
IHD,45,24.10650872,0.005177255,0.319733041,4.379578531
IHD,45,63.28409465,0.000749603,0.412249584,2.731549112
IHD,45,252.1740075,0.000386727,0.330020721,5.118628236
IHD,45,60.62014198,0.002328524,0.292988548,3.291182167
IHD,45,71.92979935,0.00104341,0.362057952,3.710184109
IHD,45,54.64666429,0.001194121,0.387097775,4.160961761
IHD,45,24.44030107,0.002204912,0.404931281,3.689716491
IHD,45,2.643952188,0.059208742,0.33956812,2.923426745
IHD,45,4.425912221,0.026408835,0.324744755,5.374465484
IHD,45,53.59102123,0.001506714,0.342371983,4.983375565
IHD,45,15.23000248,0.005660529,0.348607181,4.180234968
IHD,45,22.08205036,0.00544005,0.313494702,2.966467075
IHD,45,14.05106701,0.006415501,0.354303947,5.170527699
IHD,45,29.81382267,0.005361522,0.280253047,3.201554566
IHD,45,30.2972834,0.002929581,0.336963607,5.325942665
IHD,45,3.021576219,0.013867372,0.485777427,3.178789418
IHD,45,17.98821549,0.005435716,0.333829758,4.255610793
IHD,45,6.18661856,0.019365428,0.339920428,4.391240665
IHD,45,6.13643115,0.020006647,0.327722116,3.128777592
IHD,45,36.06875511,0.003936295,0.290800646,3.404224226
IHD,45,7.223441953,0.019464885,0.311969589,5.565788151
IHD,45,7.503484821,0.02503652,0.275873556,5.184461914
IHD,45,19.35947954,0.00609035,0.314919201,2.836232705
IHD,45,27.29817485,0.001601434,0.430271717,5.898259558
IHD,45,71.42583633,0.001536596,0.326181732,3.248402047
IHD,45,6.210401674,0.010498945,0.408978861,3.54214976
IHD,45,31.43083131,0.00374861,0.31652729,4.172427261
IHD,45,39.55483021,0.003274791,0.310790516,5.051814528
IHD,45,50.99701011,0.001880632,0.32784151,5.668297484
IHD,45,50.0562161,0.002372448,0.32741878,2.683716611
IHD,45,43.08507464,0.001388145,0.393324672,4.651805499
IHD,45,20.41807974,0.004245958,0.346369245,5.361669253
IHD,45,4.392362075,0.037513892,0.310994029,4.066387227
IHD,45,10.74215704,0.013245949,0.304708749,2.747224425
IHD,45,30.19665135,0.004555689,0.285709288,5.258240762
IHD,45,17.53200393,0.004844258,0.356011504,3.63827729
IHD,45,4.884930582,0.035470696,0.3012535,4.764445762
IHD,45,19.25021675,0.005878294,0.304626928,2.481784318
IHD,45,12.62928875,0.006991985,0.352939775,3.603237118
IHD,45,6.317717832,0.012456599,0.382554713,4.623871583
IHD,45,37.3213637,0.001587616,0.380910698,4.514985035
IHD,45,10.8510736,0.007225307,0.360786151,3.257826953
IHD,45,33.85394587,0.003314436,0.324606215,3.803554249
IHD,45,40.77894408,0.001840102,0.366579208,3.861131197
IHD,45,7.944086442,0.010644922,0.354278104,3.557202094
IHD,45,9.493300344,0.009310176,0.359669279,5.555850099
IHD,45,55.71187675,0.002263692,0.307989479,4.136385904
IHD,45,8.891585522,0.015672667,0.299938613,3.977616173
IHD,45,27.14229519,0.002362588,0.373787809,5.20578077
IHD,45,11.89954995,0.008604278,0.307734774,3.58716255
IHD,45,104.631498,0.000640444,0.374053984,3.127560246
IHD,45,3.057308907,0.053833947,0.333712874,4.130210042
IHD,45,13.60733403,0.007560112,0.330593393,4.415072033
IHD,45,8.4382899,0.016107713,0.314580137,4.512646898
IHD,45,16.39676285,0.006752491,0.306194523,4.411637568
IHD,45,19.29515005,0.005658513,0.316883722,5.456655191
IHD,45,14.41962567,0.005204248,0.362987312,5.754789019
IHD,45,18.5853433,0.010586919,0.261275599,5.474446962
IHD,45,17.56966503,0.002872398,0.396567053,5.869362612
IHD,45,73.02808171,0.001411786,0.333943703,4.641884414
IHD,45,8.161146113,0.018287366,0.296464913,4.502971136
IHD,45,23.59134278,0.00153468,0.454567424,2.457694871
IHD,45,6.036302971,0.022297776,0.320462916,4.905434144
IHD,45,8.446992012,0.020528954,0.269593667,3.213440274
IHD,45,4.953757443,0.043390878,0.274564135,4.247994407
IHD,45,40.08371879,0.00349477,0.28498559,4.193174619
IHD,45,25.30255494,0.003183623,0.360063226,2.686600067
IHD,45,4.632533277,0.021289913,0.344960782,2.616499198
IHD,45,8.912226588,0.018446512,0.283764882,5.220928858
IHD,45,25.11561402,0.002919033,0.363004269,5.870530124
IHD,45,8.115229573,0.014534279,0.329690014,3.7893905
IHD,45,8.460676651,0.011557348,0.337334677,2.930647665
IHD,45,17.28804912,0.007740884,0.30522779,5.304740403
IHD,45,56.87102868,0.002761766,0.281701328,4.123036575
IHD,45,112.2958295,0.002230376,0.242415838,3.902301617
IHD,45,5.311837514,0.021815286,0.331303332,5.27691299
IHD,45,26.21149161,0.002768516,0.360896256,3.72135888
IHD,45,5.471677309,0.014055417,0.396331656,4.666802139
IHD,45,39.42129579,0.002835169,0.322607835,3.750689134
IHD,45,59.70795339,0.0017179,0.315188634,2.867415429
IHD,45,37.68916137,0.002004604,0.350614832,2.434950917
IHD,45,19.72384427,0.003580043,0.370167939,5.850410858
IHD,45,8.667808359,0.020630598,0.278697729,4.214470885
IHD,45,72.91158133,0.000854106,0.386805385,4.633884731
IHD,45,90.65360442,0.000835547,0.358683959,4.046817484
IHD,45,13.2522412,0.01348941,0.260126426,4.596155844
IHD,45,37.25055911,0.005056552,0.275985663,4.131634657
IHD,45,65.18045884,0.00067436,0.411339298,4.321576176
IHD,45,32.3813907,0.004657582,0.284578984,5.766557143
IHD,45,31.73825193,0.002506879,0.351366734,3.67290655
IHD,45,11.08761874,0.010492881,0.320598247,4.456646064
IHD,45,25.41833323,0.004305063,0.306125686,5.242037121
IHD,45,5.889138993,0.012681772,0.375545442,3.426138827
IHD,45,12.95040047,0.004650452,0.404463555,3.256192813
IHD,45,16.2081039,0.006361553,0.321579658,4.270374198
IHD,45,17.41927962,0.004666081,0.36090157,5.143609323
IHD,45,11.03219319,0.009093966,0.342904405,3.390421653
IHD,45,17.39837176,0.012324919,0.26384002,5.31584467
IHD,45,6.468390785,0.004991907,0.480498193,5.470626126
IHD,45,36.9855819,0.002348845,0.35179551,3.017747649
IHD,45,4.085269833,0.016205937,0.425174406,3.791484824
IHD,45,42.59011499,0.002791662,0.316562912,5.178278656
IHD,45,11.01238983,0.006651572,0.368882558,5.75679176
IHD,45,55.2946449,0.001863914,0.326913219,2.499089845
IHD,45,69.44578838,0.001772838,0.300666906,5.672283928
IHD,45,47.2404428,0.004766306,0.248811168,2.666126582
IHD,45,73.41040231,0.002370961,0.264046501,3.494192308
IHD,45,18.65634415,0.00710004,0.306330634,4.905812101
IHD,45,3.31051492,0.028049137,0.376059619,3.9374496
IHD,45,9.390733402,0.027175292,0.224180098,2.773136878
IHD,45,9.417953305,0.004733452,0.421093476,5.193882282
IHD,45,2.797564178,0.025924386,0.409135571,4.921035296
IHD,45,16.91304662,0.003833894,0.384620462,2.531679724
IHD,45,3.098929942,0.047560594,0.340259627,2.585974297
IHD,45,59.85569322,0.0023027,0.299004195,4.661089114
IHD,45,205.6525658,0.000590721,0.295062627,4.55447147
IHD,45,26.51969804,0.002634407,0.372846615,5.653415373
IHD,45,10.20001477,0.002467227,0.492010311,3.427434109
IHD,45,9.886653101,0.009155251,0.351650401,4.301967251
IHD,45,34.96421671,0.001771984,0.39066349,4.867747922
IHD,45,38.88476656,0.001241923,0.416159517,4.495087425
IHD,45,11.97413741,0.00436555,0.426309106,5.638086809
IHD,45,68.91149464,0.0017286,0.317221099,2.868239852
IHD,45,40.37318993,0.002050021,0.363126698,2.920570446
IHD,45,9.439098902,0.00589143,0.387144252,2.454890136
IHD,45,15.94671095,0.008308959,0.299463611,2.595163346
IHD,45,12.85573904,0.016572934,0.249900964,5.286577953
IHD,45,4.38734517,0.022408092,0.370639456,4.817499484
IHD,45,13.82835843,0.004052752,0.388057151,4.401548179
IHD,45,14.05500612,0.007642659,0.321566651,2.445934134
IHD,45,235.6740047,0.000289954,0.356142119,3.994873917
IHD,45,19.90833689,0.003661318,0.359770295,2.620024451
IHD,45,2.490159038,0.023783947,0.441305703,3.325876317
IHD,45,78.59503185,0.002258571,0.258858616,3.334045426
IHD,45,5.056084443,0.014608028,0.374676305,3.293286041
IHD,45,34.65925929,0.00247258,0.344350359,4.882226785
IHD,45,3.603594168,0.058199493,0.30730769,5.227148967
IHD,45,5.457089543,0.02251186,0.325422284,3.887165266
IHD,45,3.307960485,0.01998327,0.405885988,3.961583593
IHD,45,12.96936532,0.010304439,0.317805711,4.766869009
IHD,45,21.25487647,0.005945051,0.300598046,4.673583522
IHD,45,6.1464543,0.018650269,0.325805567,2.845214584
IHD,45,73.91167957,0.001533124,0.312888532,3.496641571
IHD,45,7.137430737,0.007444131,0.421551445,3.624382705
IHD,45,4.946257166,0.030434355,0.30279374,5.042179748
IHD,45,51.8630356,0.002638314,0.288987759,5.622544988
IHD,45,53.40674229,0.001231647,0.367632188,4.986835251
IHD,45,19.9606619,0.003826182,0.363976221,5.267546561
IHD,45,5.995847466,0.018759037,0.335353814,3.438365013
IHD,45,27.22263751,0.004675951,0.301952241,4.466491858
IHD,45,120.700178,0.001001829,0.291382628,5.245600407
IHD,45,4.947074989,0.01995313,0.349652055,4.437394035
IHD,45,109.3859105,0.000641936,0.378653947,2.633516306
IHD,45,18.68572852,0.003158568,0.391270645,4.712818795
IHD,45,8.690091837,0.014209796,0.322174337,4.990912779
IHD,45,138.8225954,0.000636919,0.321272976,5.377421346
IHD,45,16.86333926,0.008195367,0.291756106,4.081374822
IHD,45,12.31655387,0.004340366,0.389861899,3.245570188
IHD,45,2.800674859,0.041188402,0.356537524,4.839268472
IHD,45,10.50377917,0.004831142,0.408509365,2.811609406
IHD,45,53.99951865,0.002319878,0.308910386,3.481406393
IHD,45,60.7124403,0.002033827,0.304003543,3.046621674
IHD,45,187.5790817,0.000924743,0.254700966,5.525317064
IHD,45,3.73907207,0.040670237,0.315879032,3.23500542
IHD,45,7.474642305,0.010604621,0.36820233,4.333349365
IHD,45,7.569376556,0.014911938,0.334703114,3.72969466
IHD,45,143.2167864,0.000774964,0.305721231,4.702076176
IHD,45,4.559619924,0.014788312,0.38088027,4.062646367
IHD,45,5.281412476,0.011114744,0.423582511,5.671715103
IHD,45,9.882288563,0.005090734,0.405276037,2.565645897
IHD,45,4.918095837,0.030827302,0.295621344,4.15560375
IHD,45,6.754009816,0.007407281,0.433832897,3.387677157
IHD,45,44.75587995,0.001202524,0.407749534,3.0913695
IHD,45,18.45474769,0.005556854,0.338625246,3.658042517
IHD,45,149.803637,0.000735175,0.327715927,4.022152297
IHD,45,7.563176002,0.01867718,0.301151799,5.089930324
IHD,45,38.41570864,0.002272638,0.364128494,5.322058214
IHD,45,80.23332673,0.000968499,0.354237009,2.968929567
IHD,45,91.73068624,0.002009553,0.260066325,4.778339686
IHD,45,33.67159214,0.003939944,0.298321953,4.519380894
IHD,45,20.11982363,0.006756694,0.304876335,5.49819528
IHD,45,20.35409694,0.010683287,0.230835946,4.578387749
IHD,45,8.16414512,0.011673103,0.357502098,3.08557658
IHD,45,6.621103722,0.019415399,0.32620243,3.548443975
IHD,45,56.49901176,0.001561098,0.337517793,5.069292711
IHD,45,18.42608565,0.00609859,0.316813433,5.725608604
IHD,45,4.997544324,0.018641514,0.365219761,4.074636988
IHD,45,9.473459076,0.014121214,0.309866239,3.470740629
IHD,45,21.92947535,0.004045924,0.346762346,3.069169661
IHD,45,7.02656155,0.012520337,0.370605363,4.898983631
IHD,45,23.35861133,0.004328746,0.317938345,5.341432606
IHD,45,84.57581467,0.001412341,0.306837827,4.094644085
IHD,45,16.1180803,0.004256808,0.385003786,4.011646587
IHD,45,15.89911732,0.004833345,0.366431744,4.450054702
IHD,45,7.549817654,0.018096896,0.296619483,5.273687715
IHD,45,16.93706935,0.007717767,0.29833032,3.099884804
IHD,45,4.492066028,0.006391101,0.503001272,4.632397036
IHD,45,15.66659187,0.005969097,0.337989841,3.776284943
IHD,45,4.734705722,0.029581938,0.31970533,4.800089737
IHD,45,9.687365609,0.009656282,0.340086843,4.699654284
IHD,45,6.331446128,0.014445845,0.369090306,4.075408187
IHD,45,38.06643332,0.00157275,0.38284836,3.253857279
IHD,45,7.093604238,0.011387851,0.365062778,5.567065412
IHD,45,10.47927599,0.00911104,0.360464397,5.125457315
IHD,45,22.46059596,0.002454062,0.38936863,3.011326975
IHD,45,86.36940158,0.001557689,0.293706471,2.768080295
IHD,45,4.765361517,0.010666288,0.436338747,3.038228161
IHD,45,12.3595169,0.011525025,0.300683997,4.673776018
IHD,45,4.796064819,0.013250173,0.380562787,3.240484574
IHD,45,2.751778505,0.042055436,0.36903515,2.827816317
IHD,45,70.86020956,0.002796362,0.260076814,4.473406707
IHD,45,7.911402432,0.017483361,0.301017648,4.598424015
IHD,45,42.14013893,0.007958232,0.202280775,5.121944763
IHD,50,100.6142484,0.00066585,0.372640965,2.947038622
IHD,50,3.260035923,0.011390929,0.481008781,3.131057356
IHD,50,71.90466824,0.001481276,0.303046566,4.633884731
IHD,50,10.83145494,0.010873705,0.308632355,4.871229158
IHD,50,3.267645306,0.02854041,0.379533699,5.841023311
IHD,50,24.92900829,0.004214675,0.312400121,4.986835251
IHD,50,6.234198176,0.037996189,0.229788459,4.254252504
IHD,50,4.103179495,0.033647635,0.320743445,4.333349365
IHD,50,36.09148967,0.002099952,0.335963814,5.49819528
IHD,50,25.66430579,0.001875505,0.394035497,5.576747311
IHD,50,18.45510213,0.004936843,0.334296673,3.323813406
IHD,50,6.746406137,0.011732522,0.361202323,5.042179748
IHD,50,17.94994731,0.004809842,0.32958792,4.588116076
IHD,50,30.82734151,0.001898752,0.365691993,5.789827536
IHD,50,27.27459018,0.001696052,0.396473456,5.364543598
IHD,50,10.91266899,0.012100463,0.285214274,5.891291363
IHD,50,64.04272618,0.001627255,0.304648271,5.055200301
IHD,50,16.20070537,0.004596781,0.351163372,5.136965222
IHD,50,37.113246,0.002824526,0.311385821,4.302047059
IHD,50,5.427433209,0.020988001,0.335567115,5.325942665
IHD,50,34.43317391,0.002583553,0.323753614,5.19765284
IHD,50,18.24868204,0.005632206,0.305626854,3.387677157
IHD,50,40.88284376,0.002543134,0.296130595,4.673583522
IHD,50,58.3554135,0.002320366,0.262484514,3.257826953
IHD,50,9.350354737,0.00891948,0.346087901,2.401106471
IHD,50,12.31128597,0.007649466,0.316696885,4.228415679
IHD,50,12.26179402,0.009100679,0.313797197,3.599216636
IHD,50,32.42268944,0.002735581,0.337410656,3.291182167
IHD,50,17.02000161,0.002748554,0.397860935,3.463908959
IHD,50,41.29117387,0.00153242,0.37137913,4.44156258
IHD,50,61.04319493,0.000872416,0.390318251,3.914835358
IHD,50,13.10852258,0.005630144,0.359544597,2.420426368
IHD,50,2.492579965,0.065343595,0.307887527,3.173697998
IHD,50,34.26341941,0.002414043,0.324638821,3.046621674
IHD,50,15.92102226,0.007422227,0.293371719,4.260161684
IHD,50,8.031003096,0.025134709,0.25044388,3.908742255
IHD,50,5.91876848,0.032602703,0.250221672,5.518612612
IHD,50,2.378650162,0.021640088,0.462013103,5.20157493
IHD,50,53.62695309,0.002280024,0.276749679,2.601628126
IHD,50,2.928442829,0.024522453,0.412471403,2.698358144
IHD,50,10.75537022,0.006733048,0.356502101,5.835452197
IHD,50,19.26399533,0.007978744,0.278701312,5.603388384
IHD,50,13.26959288,0.008349682,0.295454032,3.331221877
