cause,age,alpha,beta,gamma,tmrel
STROKE,70,16.28301204,0.001840893,0.326835638,3.603237118
STROKE,70,62.58744096,0.00063683,0.285021989,3.625150184
STROKE,70,17.29941758,0.003746209,0.24601393,3.175119108
STROKE,70,57.68518504,0.001966681,0.183867396,4.940138066
STROKE,70,1.975007395,0.022178623,0.307211364,3.213440274
STROKE,70,7.691575561,0.008573096,0.24249071,2.781720366
STROKE,70,10.97897738,0.001642402,0.377599108,3.23500542
STROKE,70,5.818766753,0.004405175,0.354004575,2.620024451
STROKE,70,3.015925832,0.01411127,0.29279448,5.345141487
STROKE,70,14.06118295,0.005044332,0.233201327,2.716569776
STROKE,70,1.223473701,0.056261037,0.274043344,4.882226785
STROKE,70,1.13311792,0.052569203,0.291044725,4.573509761
STROKE,70,269.3007882,0.00014196,0.306121819,3.686929904
STROKE,70,85.89781659,0.00027491,0.35790193,3.48112168
STROKE,70,1.605339344,0.012152666,0.393195957,3.013156977
STROKE,70,26.97468435,0.000793128,0.365562844,5.069292711
STROKE,70,0.925197554,0.014160499,0.455704246,5.891291363
STROKE,70,23.82757128,0.001518177,0.300666202,3.920503366
STROKE,70,25.61074985,0.00223121,0.271594574,3.056046904
STROKE,70,3.62441599,0.007565808,0.340439189,5.125457315
STROKE,70,3.804685644,0.005744364,0.344834582,4.640137214
STROKE,70,6.341224661,0.008220267,0.269533792,2.473543348
STROKE,70,2.19992,0.010120577,0.3898644,2.531679724
STROKE,70,1.479315504,0.089765354,0.170261895,3.215829476
STROKE,70,1.411700772,0.021413144,0.361848404,5.129422562
STROKE,70,16.19645514,0.003302339,0.254841932,3.240028838
STROKE,70,3.396687861,0.007454456,0.338739903,5.518612612
STROKE,70,27.58202623,0.002746069,0.218658181,5.461609213
STROKE,70,15.82940429,0.003293214,0.281020857,4.371553311
STROKE,70,24.07756948,0.002237671,0.264824558,3.374954534
STROKE,70,15.07641855,0.002627396,0.298093207,4.871164363
STROKE,70,40.40420753,0.001196886,0.275488038,3.49774337
STROKE,70,3.134074659,0.006319567,0.384152139,4.603902373
STROKE,70,32.78198503,0.001717455,0.255722314,4.859593222
STROKE,70,40.80515035,0.000625288,0.334257909,4.867747922
STROKE,70,4.993040641,0.004460142,0.366765751,3.004307642
STROKE,70,8.570266989,0.003957218,0.330361385,4.255464124
STROKE,70,176.3547195,0.000259943,0.284255137,4.98603277
STROKE,70,5.6925412,0.007757703,0.298074393,2.482087658
STROKE,70,13.83907695,0.004242273,0.235210057,5.622544988
STROKE,70,8.32478551,0.003841079,0.327629343,4.47980965
STROKE,70,145.9415239,0.000240761,0.297323943,3.182268926
STROKE,70,81.15226164,0.000515359,0.286359616,3.526694552
STROKE,70,3.120398882,0.00993902,0.332480906,5.879038645
STROKE,70,31.02393811,0.002274504,0.236457417,2.632832186
STROKE,70,6.185363322,0.006016861,0.30633706,3.809246099
STROKE,70,234.6105483,9.13798E-05,0.351179808,3.063706254
STROKE,70,26.43722649,0.001129748,0.316521667,5.78517028
STROKE,70,9.324094384,0.006031848,0.254423423,4.247994407
STROKE,70,2.323611066,0.012229968,0.345763702,4.228280277
STROKE,70,1.721115253,0.015400393,0.354984818,5.352993288
STROKE,70,1.894131428,0.013722033,0.361196026,2.923426745
STROKE,70,9.592384818,0.005740423,0.265556419,3.240484574
STROKE,70,14.51067577,0.001553934,0.357905071,3.291182167
STROKE,70,7.566841889,0.00286598,0.358444967,5.548963635
STROKE,70,1.582820273,0.011737259,0.386817003,4.225772519
STROKE,70,1.139164495,0.099599572,0.201633355,5.349143379
STROKE,70,9.630128306,0.005086331,0.276555972,4.039003113
STROKE,70,2.011623894,0.034167815,0.267442161,5.500691546
STROKE,70,110.6399373,0.000153363,0.385166011,3.58716255
STROKE,70,5.66365459,0.01011211,0.259449935,2.600414879
STROKE,70,28.75022041,0.000321667,0.446847771,3.023161037
STROKE,70,3.082694081,0.01141742,0.324902886,4.906415807
STROKE,70,31.33089116,0.001495753,0.279613335,5.773706243
STROKE,70,18.24522033,0.002765935,0.261351924,3.269168796
STROKE,70,24.95570156,0.001461292,0.297679658,3.254336843
STROKE,70,29.81982822,0.00178326,0.267954087,3.404224226
STROKE,70,27.62519022,0.002214973,0.258148005,4.812703727
STROKE,70,5.049904278,0.004694059,0.347766175,4.502971136
STROKE,70,3.028834584,0.006704179,0.379159205,5.086660975
STROKE,70,6.920833529,0.004839601,0.289869901,5.347147546
STROKE,70,1.563125263,0.013441344,0.378598529,4.539267862
STROKE,70,32.12498547,0.000704946,0.364996056,3.744602279
STROKE,70,1.739527646,0.033653182,0.273445306,4.432131545
STROKE,70,7.208033173,0.009380117,0.229933969,5.709873387
STROKE,70,4.513940153,0.010500278,0.289821946,5.089930324
STROKE,70,3.882991497,0.017488942,0.239965778,5.646825017
STROKE,70,2.731207899,0.025910474,0.258807933,4.417935129
STROKE,70,16.64191393,0.002646726,0.286432677,4.480050134
STROKE,70,38.17547007,0.001638218,0.24393048,5.639714657
STROKE,70,41.65001846,0.000446334,0.382144902,5.59441579
STROKE,70,0.851201563,0.059993769,0.319811871,5.007391689
STROKE,70,33.48493137,0.001389429,0.276482842,4.666802139
STROKE,70,16.27769932,0.001997127,0.302508749,3.248402047
STROKE,70,1.652840766,0.029692681,0.29845745,4.302047059
STROKE,70,2.659364345,0.023989294,0.263575943,5.637355749
STROKE,75,152.5447418,0.000338062,0.252670629,3.800690339
STROKE,75,44.75127431,0.001945127,0.193287687,5.464700833
STROKE,75,2.528284653,0.001008577,0.568180502,2.797575418
STROKE,75,4.11955439,0.006664145,0.323091512,4.311568007
STROKE,75,2.083514064,0.022387266,0.283971584,5.077828301
STROKE,75,27.21929729,0.000736015,0.352383769,3.323813406
STROKE,75,1.453249586,0.009734335,0.417249618,2.683716611
STROKE,75,18.69985337,0.002547649,0.251763635,4.228280277
STROKE,75,5.697191255,0.01231489,0.216986329,2.915410696
STROKE,75,1.937258715,0.018748139,0.290056795,5.006830986
STROKE,75,1.356242561,0.004141725,0.509271356,2.812214949
STROKE,75,26.76045522,0.002304681,0.221493884,4.168993362
STROKE,75,6.016159311,0.001543343,0.422965239,4.401548179
STROKE,75,1.540282083,0.045094512,0.23418721,4.261978502
STROKE,75,3.254177566,0.01190776,0.284967838,3.36849759
STROKE,75,10.34939359,0.002882916,0.301753085,3.577812969
STROKE,75,1.623288009,0.022354618,0.31692828,5.299534954
STROKE,75,106.8241639,3.36008E-05,0.527724343,4.130210042
STROKE,75,37.96423767,0.00187761,0.217718318,5.335984964
STROKE,75,17.72738005,0.001656212,0.302133066,2.739240902
STROKE,75,2.615948962,0.004665249,0.41759779,4.294984989
STROKE,75,57.30291638,0.000252737,0.376501239,3.791484824
STROKE,75,3.321281586,0.005877141,0.368367855,4.43485178
STROKE,75,52.0599111,0.001203764,0.22532007,5.34752942
STROKE,75,12.40554553,0.001868396,0.339657732,5.707898505
STROKE,75,26.40003486,0.001391019,0.279408036,5.837412785
STROKE,75,1.287679135,0.021321592,0.350921751,2.662224657
STROKE,75,1.349713959,0.029465064,0.295242894,5.7302215
STROKE,75,13.30288011,0.002630584,0.302754384,5.226776195
STROKE,75,47.47494418,0.000785273,0.271393465,3.985561904
STROKE,75,1.778875054,0.030399041,0.268649923,5.819593395
STROKE,75,52.74756438,0.000554423,0.312917554,5.75679176
STROKE,75,1.450254746,0.018278726,0.339848311,4.778137415
STROKE,75,1.223663889,0.023469004,0.337757653,4.402260319
STROKE,75,54.5639151,0.00024251,0.40331141,4.321644759
STROKE,75,3.785441074,0.01209923,0.266562241,4.765424342
STROKE,75,0.961310705,0.04449411,0.291788926,4.704393762
STROKE,75,135.4072098,0.000186029,0.328664918,4.796513739
STROKE,75,3.152369917,0.020594655,0.237762992,5.341432606
STROKE,75,21.53145634,0.001556206,0.301543712,5.34630623
STROKE,75,3.763282696,0.001124416,0.517649461,2.481784318
STROKE,75,0.958694043,0.009381936,0.48266787,4.940138066
STROKE,75,0.686130407,0.021465468,0.472630414,4.149008729
STROKE,75,3.212994063,0.014777137,0.259131175,2.668662872
STROKE,75,2.564043954,0.012809992,0.309021219,4.138813989
STROKE,75,10.15886148,0.00444822,0.253672074,5.898259558
STROKE,75,15.18135278,0.00415577,0.236750965,2.917866067
STROKE,75,22.94046959,0.002248204,0.243685417,3.833692565
STROKE,75,55.22332414,0.00081304,0.272559637,4.048826775
STROKE,75,10.72455623,0.001373268,0.375023327,4.146034266
STROKE,75,1.774550037,0.003715263,0.469657161,5.770535053
STROKE,75,1.918168337,0.031358214,0.240551208,3.330827781
STROKE,75,2.036966571,0.028659457,0.254077636,4.15560375
STROKE,75,3.967856794,0.008950107,0.292309006,2.477588131
STROKE,75,23.71898316,0.000847097,0.360578051,5.032420981
STROKE,75,0.777751838,0.021701037,0.411214048,5.130978066
STROKE,75,32.25578101,0.001008939,0.294989663,5.449085073
STROKE,75,35.07967217,0.002213397,0.201399152,4.871164363
STROKE,75,12.79294856,0.005673409,0.213200467,5.481548509
STROKE,75,37.07931985,0.000310641,0.414007716,2.844290268
STROKE,75,1.938755824,0.021349906,0.302249212,5.330414086
STROKE,75,27.66935322,0.001415747,0.281730162,5.044411751
STROKE,75,5.905865485,0.013958633,0.20665258,3.240028838
STROKE,75,6.401012116,0.012449986,0.203726997,3.658042517
STROKE,75,25.04430789,0.002790412,0.2215225,2.592907982
STROKE,75,108.2270005,0.000452582,0.263046174,5.730843401
STROKE,75,14.08990706,0.006149454,0.199634456,5.425480294
STROKE,75,207.0707084,0.000191897,0.265853784,4.157550632
STROKE,75,7.249324492,0.003615238,0.321967621,3.059321409
STROKE,75,174.9800262,0.000122783,0.328653677,2.804312333
STROKE,75,1.916027692,0.0305728,0.23901596,3.522447446
STROKE,75,146.7939162,0.000267277,0.281224852,4.438611996
STROKE,75,15.86197537,0.001397959,0.334639999,5.124244419
STROKE,75,1.045591061,0.024787984,0.350965203,3.02154859
STROKE,75,30.2119133,0.000308183,0.425856467,5.60690231
STROKE,75,4.582117299,0.012128913,0.248734901,5.470523605
STROKE,75,4.407310618,0.010013593,0.276301866,4.499699539
STROKE,75,29.95946306,0.000724767,0.34376699,3.890472675
STROKE,75,43.93317743,0.000521969,0.319053593,3.116784392
STROKE,75,14.38809171,0.002020377,0.321980463,4.096759771
STROKE,75,1.365769659,0.015214704,0.363032175,5.867813689
STROKE,75,46.99516186,0.001972178,0.186719236,4.114010887
STROKE,75,31.33133982,0.001485392,0.253401277,5.088631848
STROKE,75,156.5621851,0.000195192,0.30089527,2.933875876
STROKE,75,90.36955816,0.001428896,0.154887404,3.655118659
STROKE,75,1.969430569,0.015588668,0.317725439,3.644354528
STROKE,75,1.097383064,0.004582197,0.517079868,3.051709888
STROKE,75,8.578044704,0.004648173,0.26600421,4.214470885
STROKE,75,3.579140251,0.013385688,0.271856533,3.9374496
STROKE,75,10.31115475,0.005755205,0.234990588,3.902301617
STROKE,75,2.617164749,0.026878228,0.221089336,4.967513173
STROKE,75,6.660968341,0.007228986,0.255902054,4.49064158
STROKE,75,31.87704649,0.003075309,0.176058811,5.218885566
STROKE,75,234.8531393,0.000124101,0.311280956,5.81175405
STROKE,75,75.58002122,0.001245504,0.18826668,3.788527897
STROKE,75,1.22976394,0.07762784,0.217870207,5.486185006
STROKE,75,21.72641328,0.001366679,0.306891024,2.673327603
STROKE,75,11.33838925,0.003527215,0.283330412,2.69787038
STROKE,75,45.50250563,0.00082896,0.291378876,3.54214976
STROKE,75,16.56362369,0.000952766,0.370205582,3.965342422
STROKE,75,1.599903836,0.015947619,0.354698714,3.253857279
STROKE,75,168.2473529,0.000459175,0.210493049,4.415072033
STROKE,75,31.86538988,0.001787608,0.237616912,5.359083809
STROKE,75,4.84755675,0.003377285,0.367645403,3.855129427
STROKE,75,1.246791265,0.02349726,0.332324339,4.532106582
STROKE,75,49.82593673,0.000789859,0.274290247,4.772572994
STROKE,75,32.47189141,0.000937592,0.302727722,4.417935129
STROKE,75,12.66455624,0.00309174,0.262257028,5.280209733
STROKE,75,5.717520103,0.002828091,0.371161275,5.485899397
STROKE,75,33.46268053,0.00099901,0.300949773,3.804867458
STROKE,75,22.06446495,0.002545457,0.2317298,5.22341546
STROKE,75,9.599163318,0.004156283,0.271392479,3.750689134
STROKE,75,22.94348136,0.00098703,0.330251584,2.77704468
STROKE,75,3.683640057,0.016315392,0.251891675,2.482087658
STROKE,75,2.267632291,0.022421715,0.266780658,5.682584815
STROKE,75,9.302830214,0.003556624,0.296298468,2.966467075
STROKE,75,6.594662808,0.007310456,0.256644706,5.869011147
STROKE,75,35.41289212,0.000804533,0.313227852,3.221267087
STROKE,75,8.118327273,0.004210834,0.289409576,5.445475628
STROKE,75,2.294689224,0.004535135,0.439284629,3.914835358
STROKE,75,2.760068393,0.013629094,0.295965032,4.391616983
STROKE,75,1.612904475,0.049186149,0.220218064,3.710184109
STROKE,75,1.383897945,0.02883759,0.293352389,5.378642413
STROKE,75,109.9299761,0.000285903,0.289246911,5.100557735
STROKE,75,25.99909176,0.001157347,0.306933952,4.206643455
STROKE,75,32.76140739,0.000115382,0.524349547,2.488227392
STROKE,75,140.4290538,0.000205645,0.299724784,3.588477841
STROKE,75,2.52437387,0.004390328,0.42630945,4.548366122
STROKE,75,28.00443525,0.00034048,0.426636037,3.165788928
STROKE,75,15.28268638,0.002032036,0.29736516,3.063706254
STROKE,75,3.732294553,0.010439961,0.274724812,4.514192586
STROKE,75,9.017824605,0.00375706,0.303111442,4.712818795
STROKE,75,1.842862507,0.036888328,0.222231111,2.565646732
STROKE,75,4.078676253,0.008556261,0.299675863,5.64971173
STROKE,75,11.14268725,0.007182902,0.204871795,4.528802447
STROKE,75,0.951481755,0.015108227,0.430656147,3.257826953
STROKE,75,5.547894214,0.002798672,0.386081145,5.464189556
STROKE,75,3.246554699,0.001337767,0.508959578,2.856143411
STROKE,75,13.27339607,0.00070968,0.427323525,5.456623863
STROKE,75,30.55988446,0.001539778,0.260643648,3.427434109
STROKE,75,42.45571181,0.001053485,0.260522074,3.776728673
STROKE,75,3.826660567,0.008262096,0.304151939,2.956662211
STROKE,75,482.4135681,4.2132E-05,0.337660459,2.836232705
STROKE,75,4.473063306,0.018220644,0.208640032,4.990912779
STROKE,75,10.13917834,0.007311018,0.202630833,2.947038622
STROKE,75,28.1830852,0.000128843,0.529487612,5.127534215
STROKE,75,4.217362063,0.024764961,0.171004014,3.582780583
STROKE,75,8.073957311,0.00792658,0.231969156,2.470865712
STROKE,75,13.01957516,0.002591327,0.298831614,2.616499198
STROKE,75,2.119143353,0.019261157,0.278381019,3.496641571
STROKE,75,2.105603933,0.024275364,0.258587154,3.213440274
STROKE,75,20.05952918,0.000720976,0.390995946,3.634873756
STROKE,75,3.083855373,0.006514933,0.358107284,3.201554566
STROKE,75,132.0012945,0.000295893,0.28207528,4.437394035
STROKE,75,1.099650194,0.037848633,0.289858421,3.046621674
STROKE,75,1.198585821,0.036415479,0.297845338,4.761151071
STROKE,75,1.602898839,0.029472529,0.26821332,3.40167649
STROKE,75,4.339960886,0.00811259,0.291017602,5.487368908
STROKE,75,1.163006175,0.066710217,0.233022754,3.081779361
STROKE,75,2.888043847,0.020211626,0.242643659,2.768080295
STROKE,75,24.18579226,0.000612808,0.381079025,5.411687162
STROKE,75,2.214492385,0.012243064,0.341457012,5.508850525
STROKE,75,4.693451281,0.004813976,0.343065288,4.106255786
STROKE,75,16.45273107,0.00271187,0.263434857,4.640137214
STROKE,75,310.3450359,0.000202009,0.229002189,4.321576176
STROKE,75,4.911598469,0.007499681,0.283665615,3.559304228
STROKE,75,146.3977393,0.000372256,0.250738413,4.756284693
STROKE,75,22.986912,0.002161611,0.251115714,4.474701682
STROKE,75,19.67599889,0.001590337,0.296163606,2.405159675
STROKE,75,13.49994901,0.001957615,0.314454073,3.445736731
STROKE,75,11.69352046,0.003267679,0.274369666,2.457694871
STROKE,75,146.1936675,0.000300065,0.261239626,5.879038645
STROKE,75,2.417809626,0.015376231,0.300462898,5.889917386
STROKE,75,4.105834137,0.008578013,0.297604746,5.168895693
STROKE,75,0.767691672,0.051432983,0.31186229,4.066921491
STROKE,75,16.96464698,0.001845676,0.31306955,5.576747311
STROKE,75,18.06406702,0.002195528,0.274427328,3.099807093
STROKE,75,2.226030862,0.017500308,0.301975033,4.664479356
STROKE,75,38.22536892,0.001201604,0.262219542,2.898415326
STROKE,75,7.841644098,0.006466072,0.262027046,3.913660662
STROKE,75,12.60813057,0.003801933,0.263973268,3.785542341
STROKE,75,2.386335095,0.030121617,0.237638364,3.069169661
STROKE,75,3.739933492,0.012043647,0.280201918,4.564693475
STROKE,75,78.46285911,0.000430981,0.283614914,5.308742908
STROKE,75,22.74860624,0.000648615,0.375310454,4.596051793
STROKE,75,131.4532066,0.000339731,0.249792858,2.628668561
STROKE,75,3.18581573,0.009578365,0.321792187,5.358889668
STROKE,75,1.44034041,0.051920183,0.229294905,3.548443975
STROKE,75,9.85431944,0.005861736,0.239196254,4.225772519
STROKE,75,1.128455225,0.030588426,0.312958304,5.709873387
STROKE,75,6.70640096,0.011784552,0.202343594,3.485581725
STROKE,75,4.59465561,0.008892415,0.266020745,5.198317843
STROKE,75,1.036349456,0.018548531,0.392723266,5.425439635
STROKE,75,34.81559112,0.000794662,0.32000474,5.793635956
STROKE,75,1.369056187,0.028828715,0.300211128,2.454890136
STROKE,75,8.40993159,0.003400202,0.307794166,2.636851188
STROKE,75,16.23714388,0.003048197,0.264945505,3.825834566
STROKE,75,18.83290917,0.002337604,0.263577049,4.699654284
STROKE,75,108.570691,0.00022378,0.328064214,3.036504065
STROKE,75,52.78249705,0.001251248,0.217434911,5.302163042
STROKE,75,5.592549885,0.004214268,0.33846121,3.118601034
STROKE,75,2.27479262,0.006872618,0.39485276,4.514985035
STROKE,75,26.07513283,0.001208004,0.299960184,4.894039605
STROKE,75,99.92107709,0.000101281,0.423329431,3.684495198
STROKE,75,35.48432281,0.000995551,0.295028456,4.881316927
STROKE,75,10.56473626,0.008369865,0.190155361,2.814620673
STROKE,75,4.903445128,0.008427431,0.270740153,3.554889984
STROKE,75,3.026037183,0.014988869,0.276881434,4.749191346
STROKE,75,10.59950932,0.005401079,0.23508832,4.55447147
STROKE,75,2.444420931,0.049451205,0.164988454,5.614885566
STROKE,75,6.579999597,0.003689726,0.33735488,3.782585593
STROKE,75,39.35850793,0.001545312,0.235544309,3.254336843
STROKE,75,1.832338972,0.009686424,0.377279112,5.537042783
STROKE,75,16.74920149,0.001573526,0.323119525,5.121944763
STROKE,75,6.476283449,0.008538636,0.248281734,4.839268472
STROKE,75,10.48653094,0.001524053,0.378433579,4.28410376
STROKE,75,1.595894967,0.005520008,0.467436202,5.341734557
STROKE,75,14.19384032,0.002380171,0.290987729,4.075408187
STROKE,75,123.5690825,0.000163102,0.339727801,4.380558121
STROKE,75,9.638178867,0.004790604,0.263433899,5.051814528
STROKE,75,4.112903064,0.006439927,0.332576551,4.737374034
STROKE,75,13.31838694,0.003161163,0.26857926,5.521959878
STROKE,75,1.882874921,0.008608187,0.383892821,4.500711763
STROKE,75,1.319244129,0.028010907,0.288774795,4.927190847
STROKE,75,34.9207498,0.000811404,0.305651189,4.128753869
STROKE,75,2.451459028,0.011366053,0.326892064,2.509574114
STROKE,75,1.904729489,0.064944209,0.165266477,2.867415429
STROKE,75,40.83198016,0.001192163,0.244648919,5.198428742
STROKE,75,1.037461055,0.017104994,0.402513129,3.537227673
STROKE,75,28.72950786,0.000437993,0.399401546,3.052971362
STROKE,75,4.571918241,0.010489269,0.265080525,2.656851065
STROKE,75,0.968866562,0.022374754,0.38731706,3.683872831
STROKE,75,2.088196043,0.00820449,0.376258008,2.565645897
STROKE,75,1.143132232,0.08417047,0.214216106,4.311781514
STROKE,75,28.64789283,0.0020457,0.242744329,3.415793948
STROKE,75,272.4708873,0.000169531,0.247234671,3.856328557
STROKE,75,2.297236989,0.004702007,0.423773785,3.305654121
STROKE,75,1.261228683,0.039494417,0.276312331,5.463929008
STROKE,75,120.3232796,0.000139714,0.369094324,4.789062261
STROKE,75,4.258876701,0.015387449,0.218445762,5.442016539
STROKE,75,6.065397731,0.003994951,0.338365413,4.665277419
STROKE,75,25.11714007,0.001683091,0.274261337,5.193882282
STROKE,75,3.348215726,0.007541345,0.331018912,3.03758014
STROKE,75,2.906044298,0.023131925,0.204974937,5.850410858
STROKE,75,15.13666577,0.00268083,0.260426002,2.675861461
STROKE,75,18.19712641,0.001965208,0.287010683,5.72655973
STROKE,75,3.118245742,0.020020094,0.246752075,4.435123326
STROKE,75,2.593784699,0.018287984,0.289297393,3.832947956
STROKE,75,1.676941586,0.027141643,0.267393629,4.731988471
STROKE,75,1.958529796,0.036729272,0.219082184,5.092212209
STROKE,75,4.101220224,0.007241546,0.327020921,3.716569376
STROKE,75,15.93643383,0.00151956,0.333672695,5.352993288
STROKE,75,6.098345258,0.00205186,0.409842868,5.59441579
STROKE,75,15.63833548,0.001930484,0.323600912,3.485092215
STROKE,75,0.900636161,0.057912221,0.287594912,3.58716255
STROKE,75,2.092906726,0.019721434,0.292451134,3.553386968
STROKE,75,48.11709942,0.000323968,0.374002342,2.633516306
STROKE,75,3.719971257,0.012079969,0.271608007,5.03888163
STROKE,75,3.522763036,0.024052732,0.214112452,5.841400495
STROKE,75,2.548019768,0.03800334,0.188608525,4.860698357
STROKE,75,3.278441113,0.011279048,0.289591718,5.102454559
STROKE,75,4.133125313,0.008209734,0.295625509,3.182268926
STROKE,75,161.294082,0.000235076,0.282106853,3.503977047
STROKE,75,27.82458894,0.000661884,0.359684048,3.599216636
STROKE,75,32.23456746,0.000834599,0.314942819,4.334050854
STROKE,75,8.169597359,0.004635957,0.277931178,5.141194125
STROKE,75,10.42419009,0.001393824,0.387688572,3.700497753
STROKE,75,3.022491313,0.007012961,0.355454898,2.843350062
STROKE,75,6.484005559,0.000738568,0.504029876,5.600088786
STROKE,75,1.84580905,0.023422494,0.28726614,3.068819222
STROKE,75,8.569074057,0.011448543,0.182777091,4.964086939
STROKE,75,46.18037643,0.000437942,0.337939358,4.35471102
STROKE,75,21.15753035,0.002334199,0.244346417,4.568454805
STROKE,75,0.923599852,0.053714049,0.294137726,5.146565638
STROKE,75,5.636047539,0.006832083,0.293202149,3.907441992
STROKE,75,4.467524531,0.007614234,0.307201823,3.426138827
STROKE,75,1.145409849,0.017114893,0.386236852,5.180053766
STROKE,75,129.6858926,0.00046452,0.227268078,5.273687715
STROKE,75,63.17464192,0.001015744,0.220752405,5.773706243
STROKE,75,4.34424424,0.008587705,0.300228018,2.412503125
STROKE,75,49.22424404,0.000260378,0.392536536,3.68942057
STROKE,75,3.821243382,0.01542026,0.253816352,2.693403877
STROKE,75,18.25747107,0.002717699,0.251339994,3.455220752
STROKE,75,1.411072584,0.028970147,0.305402475,3.686929904
STROKE,75,0.974975861,0.014038613,0.44291738,3.851030075
STROKE,75,157.0984705,0.000192652,0.304055142,3.500034634
STROKE,75,2.217151238,0.020092216,0.280217751,3.69582334
STROKE,75,14.48487354,0.003132584,0.270674028,4.069521848
STROKE,75,165.1409542,0.000111745,0.356709506,2.956358588
STROKE,75,3.267482867,0.01171707,0.286131688,5.745349251
STROKE,75,1.659797833,0.03549901,0.259106465,4.521289769
STROKE,75,29.88716072,0.003281597,0.179397065,5.662081276
STROKE,75,2.132398822,0.011955934,0.3360795,3.083026877
STROKE,75,6.447832625,0.013173863,0.204212353,3.374954534
STROKE,75,8.838122928,0.00180924,0.350587588,3.912751483
STROKE,75,7.972453364,0.004685102,0.282615937,3.861131197
STROKE,75,3.901150783,0.013717216,0.268127904,3.557202094
STROKE,75,10.34176798,0.001678036,0.368381922,4.912296393
STROKE,75,10.09509751,0.005035894,0.253729577,5.859893467
STROKE,75,60.19796801,0.000503883,0.305155633,5.069105162
STROKE,75,67.14564248,0.000687838,0.251937395,5.672283928
STROKE,75,1.323938321,0.05858862,0.208061268,3.269168796
STROKE,75,47.03147463,0.000866914,0.277071608,5.425780558
STROKE,75,3.378745998,0.000673778,0.585925587,4.317953236
STROKE,75,21.05285114,0.001017866,0.340619384,5.015232145
STROKE,75,1.892564803,0.008742179,0.388047424,4.59478451
STROKE,75,63.49566608,0.000904846,0.232952734,4.432131545
STROKE,75,13.69094216,0.001792709,0.333174554,3.390421653
STROKE,75,21.78912321,0.001000396,0.335293886,4.062646367
STROKE,75,6.472489939,0.001046899,0.471309615,4.680060022
STROKE,75,52.96220455,0.00081847,0.265176768,5.2144334
STROKE,75,1.037222904,0.056040896,0.25927815,4.411637568
STROKE,75,51.08069411,0.000665294,0.287875611,5.261844378
STROKE,75,15.80267067,0.001538671,0.31884759,4.228415679
STROKE,75,2.040145077,0.00978525,0.355677349,4.502971136
STROKE,75,1.076794403,0.02389044,0.371059513,5.258074017
STROKE,75,8.329783489,0.00588936,0.267776679,2.499089845
STROKE,75,2.320943379,0.008645737,0.377654169,3.104192355
STROKE,75,1.37463985,0.006929185,0.454917748,3.803554249
STROKE,75,10.65181412,0.005302803,0.243185862,5.224312351
STROKE,75,13.48496668,0.003905189,0.244480578,5.118229517
STROKE,75,27.18765816,0.001251762,0.298035528,5.604144082
STROKE,75,41.41666687,0.000546757,0.347542266,4.198388172
STROKE,75,4.11674977,0.008766259,0.30804837,4.379578531
STROKE,75,2.452538222,0.016077873,0.290892096,2.91847888
STROKE,75,156.7013653,0.000296744,0.248962103,4.039003113
STROKE,75,19.25632088,0.001220371,0.322605098,5.042179748
STROKE,75,4.17629599,0.01592413,0.227308914,5.093018385
STROKE,75,2.528233324,0.020008972,0.269879069,2.495711361
STROKE,75,1.330744683,0.054472526,0.236159924,2.688184617
STROKE,75,98.09911002,0.000347082,0.296556664,4.575936836
STROKE,75,26.88385501,0.001608903,0.252341825,4.003836142
STROKE,75,47.18534398,0.001026183,0.25275705,5.267546561
STROKE,75,5.375048762,0.021268532,0.166352615,2.545022586
STROKE,75,1.651778367,0.020287178,0.309011015,5.565788151
STROKE,75,6.517026994,0.002900167,0.354630841,4.136322891
STROKE,75,131.6639638,0.000261417,0.280221941,3.037555212
STROKE,75,25.9488841,0.003244976,0.190774391,3.528938908
STROKE,75,7.745210381,0.000547843,0.504029096,4.325829114
STROKE,75,42.1990289,0.000154269,0.467997664,2.434325888
STROKE,75,5.193757444,0.001663624,0.441241886,5.641933634
STROKE,75,7.105089511,0.00410953,0.311189214,3.421540095
STROKE,75,1.88046441,0.017809074,0.312722673,4.615359662
STROKE,75,7.445481231,0.002849421,0.359976917,2.716569776
STROKE,75,35.74737947,0.000986147,0.286129061,5.253020965
STROKE,75,1.19061986,0.033385259,0.290976779,3.404224226
STROKE,75,2.012069067,0.014805553,0.331354619,2.540749227
STROKE,75,7.680462395,0.00590072,0.261682219,3.233475154
STROKE,75,11.40093261,0.002796762,0.295335449,3.238865709
STROKE,75,5.153521045,0.0028497,0.388152805,3.175119108
STROKE,75,11.96486375,0.002727078,0.292871996,4.71107931
STROKE,75,0.568252848,0.033768564,0.416868844,5.258240762
STROKE,75,3.872446107,0.006558341,0.324228073,4.751557965
STROKE,75,12.10695508,0.014377105,0.12582844,5.567065412
STROKE,75,1.155534244,0.050975278,0.270765221,4.98603277
STROKE,75,22.7681604,0.000838269,0.341467796,4.764445762
STROKE,75,79.14434622,0.000349216,0.30817775,3.911953016
STROKE,75,21.35969334,0.001531339,0.300335777,4.562794778
STROKE,75,4.075807972,0.013747971,0.236812599,5.622544988
STROKE,75,3.424738876,0.012548966,0.265499173,3.83453565
STROKE,75,2.154287467,0.008983603,0.360088754,5.377421346
STROKE,75,48.09626564,0.000830205,0.288952081,4.162463919
STROKE,75,1.037160957,0.045930114,0.291850358,3.248402047
STROKE,75,17.04831224,0.003113966,0.256086407,3.269373439
